"rt","key_press","correct","choices","correct_choice","trial_duration","response_ends_trial","number_of_apertures","number_of_dots","number_of_sets","coherent_direction","coherence","opposite_coherence","dot_radius","dot_life","move_distance","aperture_width","aperture_height","dot_color","background_color","RDK_type","aperture_type","reinsert_type","frame_rate","frame_rate_array","number_of_frames","aperture_center_x","aperture_center_y","fixation_cross","fixation_cross_width","fixation_cross_height","fixation_cross_color","fixation_cross_thickness","border","border_thickness","border_color","canvas_width","canvas_height","trial_type","trial_index","time_elapsed","internal_node_id","sona_ID","random_ID","initials","age","gender","resp_confidence","rt_confidence","confidence_CB","sat_CB","pc_info","condition","direction","coherence_level","event","trial","block","phase","screen_resolution","window_resolution","focus"
"195.6650000065565","69","true","e,t","e","5000","true","1","50","1","180","0.5","0","2","5","2.147692307692308","274.4","274.4","white","black","5","1","1","15.50833333749324","[2.6499999221414328,17.02499995008111,16.460000071674585,16.594999935477972,16.635000007227063,16.70500007458031,16.76000002771616,16.635000007227063,16.684999922290444,16.73500007018447,16.66500000283122,16.550000058487058]","12","698","343","false","20","20","black","1","false","1","1","1396","686","rdk","36","14509","0.0-4.0-1.0-1.10","","8ys625","sdff","","","-1","-1","right","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","left","0.5","rdk","11","1","training_1","1536 x 864","1396 x 686","true"
"175.28000008314848","69","false","e,t","t","5000","true","1","50","1","0","0.5","0","2","5","2.147692307692308","274.4","274.4","white","black","5","1","1","15.714090910147537","[6.404999876394868,16.525000100955367,16.619999893009663,16.61500008776784,16.670000040903687,17.11999997496605,16.210000030696392,16.709999879822135,16.730000032112002,16.525000100955367,16.724999994039536]","11","698","343","false","20","20","black","1","false","1","1","1396","686","rdk","39","15452","0.0-4.0-1.0-1.11","","8ys625","sdff","","","-1","-1","right","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","right","0.5","rdk","12","1","training_1","1536 x 864","1396 x 686","true"
"170.1249999459833","69","true","e,t","e","5000","true","1","50","1","180","0.2","0","2","5","2.147692307692308","274.4","274.4","white","black","5","1","1","16.272500017657876","[12.925000162795186,16.694999998435378,17.084999941289425,16.21500006876886,16.66500000283122,16.519999830052257,16.76000002771616,16.670000040903687,16.605000011622906,16.585000092163682]","10","698","343","false","20","20","black","1","false","1","1","1396","686","rdk","45","18640","0.0-6.0-1.0-1.0","","8ys625","sdff","","","-1","-1","right","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","left","0.2","rdk","1","1","training_2","1536 x 864","1396 x 686","true"
"203.8950000423938","69","false","e,t","t","5000","true","1","50","1","0","0.2","0","2","5","2.147692307692308","274.4","274.4","white","black","5","1","1","16.534166662798572","[15.085000079125166,16.779999947175384,16.56999997794628,16.714999917894602,16.65500015951693,16.619999893009663,16.700000036507845,16.619999893009663,16.73500007018447,16.684999922290444,16.610000049695373,16.635000007227063]","12","698","343","false","20","20","black","1","false","1","1","1396","686","rdk","48","19755","0.0-6.0-1.0-1.1","","8ys625","sdff","","","-1","-1","right","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","right","0.2","rdk","2","1","training_2","1536 x 864","1396 x 686","true"
"264.2250000499189","69","false","e,t","t","5000","true","1","50","1","0","0.2","0","2","5","2.147692307692308","274.4","274.4","white","black","5","1","1","16.205937499762513","[8.544999873265624,16.659999964758754,16.625000163912773,16.60999981686473,16.715000150725245,16.659999964758754,16.645000083371997,16.71999995596707,16.635000007227063,16.64000004529953,16.639999812468886,16.645000083371997,16.73500007018447,16.635000007227063,16.679999884217978,17.505000112578273]","16","698","343","false","20","20","black","1","false","1","1","1396","686","rdk","51","20922","0.0-6.0-1.0-1.2","","8ys625","sdff","","","-1","-1","right","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","right","0.2","rdk","3","1","training_2","1536 x 864","1396 x 686","true"
"189.8199999704957","69","true","e,t","e","5000","true","1","50","1","180","0.2","0","2","5","2.147692307692308","274.4","274.4","white","black","5","1","1","16.287727260284804","[12.644999893382192,16.410000156611204,16.859999857842922,16.54500002041459,16.68000011704862,16.694999998435378,16.614999854937196,16.73500007018447,16.64000004529953,16.66500000283122,16.67499984614551]","11","698","343","false","20","20","black","1","false","1","1","1396","686","rdk","54","21943","0.0-6.0-1.0-1.3","","8ys625","sdff","","","-1","-1","right","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","left","0.2","rdk","4","1","training_2","1536 x 864","1396 x 686","true"
"203.46499979496002","69","true","e,t","e","5000","true","1","50","1","180","0.2","0","2","5","2.147692307692308","274.4","274.4","white","black","5","1","1","15.95958333928138","[8.254999993368983,16.700000036507845,16.52999990619719,16.700000036507845,16.66500000283122,16.594999935477972,16.835000133141875,16.55499986372888,16.675000078976154,16.645000083371997,16.64999988861382,16.71000011265278]","12","698","343","false","20","20","black","1","false","1","1","1396","686","rdk","57","22811","0.0-6.0-1.0-1.4","","8ys625","sdff","","","-1","-1","right","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","left","0.2","rdk","5","1","training_2","1536 x 864","1396 x 686","true"
"166.3800000678748","69","true","e,t","e","5000","true","1","50","1","180","0.2","0","2","5","2.147692307692308","274.4","274.4","white","black","5","1","1","15.697999997064471","[6.899999920278788,16.924999887123704,16.5350001771003,16.684999922290444,16.659999964758754,16.70500007458031,16.580000054091215,16.64999988861382,16.66500000283122,16.675000078976154]","10","698","343","false","20","20","black","1","false","1","1","1396","686","rdk","60","23742","0.0-6.0-1.0-1.5","","8ys625","sdff","","","-1","-1","right","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","left","0.2","rdk","6","1","training_2","1536 x 864","1396 x 686","true"
"193.08999995701015","69","false","e,t","t","5000","true","1","50","1","0","0.2","0","2","5","2.147692307692308","274.4","274.4","white","black","5","1","1","15.47791667204971","[2.254999941214919,17.145000165328383,16.294999979436398,16.58499985933304,16.814999980852008,16.620000125840306,16.64999988861382,16.65500015951693,16.670000040903687,16.684999922290444,16.709999879822135,16.650000121444464]","12","698","343","false","20","20","black","1","false","1","1","1396","686","rdk","63","24640","0.0-6.0-1.0-1.6","","8ys625","sdff","","","-1","-1","right","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","right","0.2","rdk","7","1","training_2","1536 x 864","1396 x 686","true"
"167.36499988473952","69","true","e,t","e","5000","true","1","50","1","180","0.2","0","2","5","2.147692307692308","274.4","274.4","white","black","5","1","1","15.595000004395843","[6.150000030174851,16.694999998435378,16.530000139027834,16.57999982126057,16.670000040903687,16.925000119954348,16.454999800771475,16.570000210776925,16.654999926686287,16.71999995596707]","10","698","343","false","20","20","black","1","false","1","1","1396","686","rdk","66","25527","0.0-6.0-1.0-1.7","","8ys625","sdff","","","-1","-1","right","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","left","0.2","rdk","8","1","training_2","1536 x 864","1396 x 686","true"
"214.51999992132187","69","false","e,t","t","5000","true","1","50","1","0","0.2","0","2","5","2.147692307692308","274.4","274.4","white","black","5","1","1","16.82916667778045","[18.785000080242753,16.64000004529953,16.62499993108213,16.670000040903687,16.564999939873815,16.68999996036291,17.13500008918345,16.28999994136393,16.47000014781952,16.724999994039536,16.66500000283122,16.68999996036291]","12","698","343","false","20","20","black","1","false","1","1","1396","686","rdk","69","26545","0.0-6.0-1.0-1.8","","8ys625","sdff","","","-1","-1","right","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","right","0.2","rdk","9","1","training_2","1536 x 864","1396 x 686","true"
"207.4850001372397","69","false","e,t","t","5000","true","1","50","1","0","0.2","0","2","5","2.147692307692308","274.4","274.4","white","black","5","1","1","16.100000008009374","[10.065000038594007,16.650000121444464,16.559999901801348,16.684999922290444,16.585000092163682,16.635000007227063,16.754999989643693,16.654999926686287,16.66500000283122,16.625000163912773,16.709999879822135,16.610000049695373]","12","698","343","false","20","20","black","1","false","1","1","1396","686","rdk","72","27563","0.0-6.0-1.0-1.9","","8ys625","sdff","","","-1","-1","right","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","right","0.2","rdk","10","1","training_2","1536 x 864","1396 x 686","true"
"192.93000013567507","69","false","e,t","t","5000","true","1","50","1","0","0.2","0","2","5","2.147692307692308","274.4","274.4","white","black","5","1","1","16.785454555329952","[17.530000070109963,16.779999947175384,16.694999998435378,16.500000143423676,16.64999988861382,16.73500007018447,16.580000054091215,16.724999994039536,17.634999938309193,15.74499998241663,17.0650000218302]","11","698","343","false","20","20","black","1","false","1","1","1396","686","rdk","75","28525","0.0-6.0-1.0-1.10","","8ys625","sdff","","","-1","-1","right","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","right","0.2","rdk","11","1","training_2","1536 x 864","1396 x 686","true"
"195.1549998484552","69","true","e,t","e","5000","true","1","50","1","180","0.2","0","2","5","2.147692307692308","274.4","274.4","white","black","5","1","1","16.113333345856518","[10.065000038594007,16.234999988228083,16.5049999486655,17.13500008918345,16.36000000871718,16.54500002041459,16.614999854937196,16.73500007018447,16.62499993108213,16.940000001341105,16.505000181496143,17.09500001743436]","12","698","343","false","20","20","black","1","false","1","1","1396","686","rdk","78","29468","0.0-6.0-1.0-1.11","","8ys625","sdff","","","-1","-1","right","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","left","0.2","rdk","12","1","training_2","1536 x 864","1396 x 686","true"
