"rt","key_press","correct","choices","correct_choice","trial_duration","response_ends_trial","number_of_apertures","number_of_dots","number_of_sets","coherent_direction","coherence","opposite_coherence","dot_radius","dot_life","move_distance","aperture_width","aperture_height","dot_color","background_color","RDK_type","aperture_type","reinsert_type","frame_rate","frame_rate_array","number_of_frames","aperture_center_x","aperture_center_y","fixation_cross","fixation_cross_width","fixation_cross_height","fixation_cross_color","fixation_cross_thickness","border","border_thickness","border_color","canvas_width","canvas_height","trial_type","trial_index","time_elapsed","internal_node_id","sona_ID","random_ID","initials","age","gender","resp_confidence","rt_confidence","sat_CB","pc_info","condition","direction","coherence_level","event","trial","block","phase","screen_resolution","window_resolution","focus","rt_confirm"
"200.27499995194376","69","false","e,t","t","5000","true","1","50","1","0","0.5","0","2","5","1.7","274.4","274.4","white","black","5","1","1","16.67727273888886","[17.084999941289425,16.629999969154596,16.785000218078494,16.964999958872795,15.88999992236495,16.790000023320317,16.850000014528632,16.57500001601875,16.749999951571226,16.645000083371997,16.485000029206276]","11","552.5","343","false","20","20","black","1","false","1","1","1105","686","rdk","36","21650","0.0-4.0-1.0-1.10","","mmlk0s","dsf","er","X","-1","-1","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","right","0.5","rdk","11","1","training_1","1536 x 864","1105 x 686","true",""
"208.19499995559454","69","false","e,t","t","5000","true","1","50","1","0","0.5","0","2","5","1.7","274.4","274.4","white","black","5","1","1","16.285000000304233","[11.909999884665012,16.795000061392784,16.675000078976154,16.610000049695373,16.614999854937196,16.68000011704862,16.57500001601875,16.739999875426292,16.70500007458031,17.029999988153577,16.589999897405505,16.49500010535121]","12","552.5","343","false","20","20","black","1","false","1","1","1105","686","rdk","39","22646","0.0-4.0-1.0-1.11","","mmlk0s","dsf","er","X","-1","-1","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","right","0.5","rdk","12","1","training_1","1536 x 864","1105 x 686","true",""
"395.7050000317395","69","false","e,t","t","5000","true","1","50","1","0","0.2","0","2","5","1.7","274.4","274.4","white","black","5","1","1","16.6310869541991","[16.36999985203147,16.410000156611204,17.139999894425273,16.16000011563301,16.469999914988875,16.8399999383837,16.59999997355044,16.70500007458031,16.47999999113381,16.589999897405505,16.75000018440187,16.820000018924475,16.544999787583947,16.620000125840306,16.66500000283122,16.64999988861382,17.105000093579292,16.26499998383224,16.659999964758754,16.68000011704862,16.969999996945262,16.469999914988875,16.550000058487058]","23","552.5","343","false","20","20","black","1","false","1","1","1105","686","rdk","45","38946","0.0-6.0-1.0-1.0","","mmlk0s","dsf","er","X","-1","-1","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","right","0.2","rdk","1","1","training_2","1536 x 864","1105 x 686","true",""
"166.35000007227063","69","true","e,t","e","5000","true","1","50","1","180","0.2","0","2","5","1.7","274.4","274.4","white","black","5","1","1","15.562499989755452","[5.594999995082617,16.850000014528632,16.824999824166298,16.47999999113381,16.509999986737967,16.570000210776925,16.654999926686287,16.76000002771616,16.76000002771616,16.619999893009663]","10","552.5","343","false","20","20","black","1","false","1","1","1105","686","rdk","48","39877","0.0-6.0-1.0-1.1","","mmlk0s","dsf","er","X","-1","-1","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","left","0.2","rdk","2","1","training_2","1536 x 864","1105 x 686","true",""
"187.13999981991947","69","true","e,t","e","5000","true","1","50","1","180","0.2","0","2","5","1.7","274.4","274.4","white","black","5","1","1","16.484545459124174","[14.574999921023846,16.835000133141875,17.56000006571412,15.794999897480011,16.515000024810433,16.694999998435378,17.384999897331,15.950000146403909,16.714999917894602,16.580000054091215,16.724999994039536]","11","552.5","343","false","20","20","black","1","false","1","1","1105","686","rdk","51","40789","0.0-6.0-1.0-1.2","","mmlk0s","dsf","er","X","-1","-1","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","left","0.2","rdk","3","1","training_2","1536 x 864","1105 x 686","true",""
"386.85000012628734","69","true","e,t","e","5000","true","1","50","1","180","0.2","0","2","5","1.7","274.4","274.4","white","black","5","1","1","16.221521736082174","[5.984999937936664,16.865000128746033,16.88999985344708,16.68000011704862,16.324999975040555,16.45500003360212,16.989999916404486,16.465000109747052,16.659999964758754,16.64000004529953,16.654999926686287,16.790000023320317,17.00999983586371,16.490000067278743,16.675000078976154,16.47999999113381,16.654999926686287,16.66500000283122,16.645000083371997,16.58499985933304,16.720000188797712,16.669999808073044,17.100000055506825]","23","552.5","343","false","20","20","black","1","false","1","1","1105","686","rdk","54","41997","0.0-6.0-1.0-1.3","","mmlk0s","dsf","er","X","-1","-1","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","left","0.2","rdk","4","1","training_2","1536 x 864","1105 x 686","true",""
"247.14999995194376","69","true","e,t","e","5000","true","1","50","1","180","0.2","0","2","5","1.7","274.4","274.4","white","black","5","1","1","16.18666665938993","[10.774999856948853,15.910000074654818,16.174999997019768,16.610000049695373,16.559999901801348,17.25500007160008,16.279999865218997,16.465000109747052,16.54500002041459,16.88999985344708,16.68000011704862,16.64999988861382,17.46500004082918,15.88999992236495,16.650000121444464]","15","552.5","343","false","20","20","black","1","false","1","1","1105","686","rdk","57","43054","0.0-6.0-1.0-1.4","","mmlk0s","dsf","er","X","-1","-1","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","left","0.2","rdk","5","1","training_2","1536 x 864","1105 x 686","true",""
"198.87500000186265","69","false","e,t","t","5000","true","1","50","1","0","0.2","0","2","5","1.7","274.4","274.4","white","black","5","1","1","15.83083332904304","[7.359999930486083,16.724999994039536,16.70500007458031,17.059999983757734,15.524999937042594,16.62499993108213,16.44999999552965,16.76000002771616,16.654999926686287,16.690000193193555,16.67499984614551,16.740000108256936]","12","552.5","343","false","20","20","black","1","false","1","1","1105","686","rdk","60","44141","0.0-6.0-1.0-1.5","","mmlk0s","dsf","er","X","-1","-1","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","right","0.2","rdk","6","1","training_2","1536 x 864","1105 x 686","true",""
"186.75000010989606","69","true","e,t","e","5000","true","1","50","1","180","0.2","0","2","5","1.7","274.4","274.4","white","black","5","1","1","16.68590908362107","[16.98499987833202,16.76000002771616,18.46499997191131,14.680000022053719,16.635000007227063,16.685000155121088,16.724999994039536,16.68999996036291,16.619999893009663,16.5350001771003,16.764999832957983]","11","552.5","343","false","20","20","black","1","false","1","1","1105","686","rdk","63","45252","0.0-6.0-1.0-1.6","","mmlk0s","dsf","er","X","-1","-1","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","left","0.2","rdk","7","1","training_2","1536 x 864","1105 x 686","true",""
"184.61499991826713","69","false","e,t","t","5000","true","1","50","1","0","0.2","0","2","5","1.7","274.4","274.4","white","black","5","1","1","16.31000000898811","[13.294999953359365,16.414999961853027,16.690000193193555,16.419999999925494,16.8399999383837,16.515000024810433,16.519999830052257,16.690000193193555,16.804999904707074,17.149999970570207,16.07000012882054]","11","552.5","343","false","20","20","black","1","false","1","1","1105","686","rdk","66","46271","0.0-6.0-1.0-1.7","","mmlk0s","dsf","er","X","-1","-1","accuracy","{""name"":""Chrome"",""chrome"":true,""version"":""80.0"",""blink"":true,""windows"":true,""osname"":""Windows"",""osversion"":""10"",""a"":true}","","right","0.2","rdk","8","1","training_2","1536 x 864","1105 x 686","true",""
